B	nu	e_para	e_perp
0.301010101010101	116.81818181818181	1.4685503817035673e-43	1.1289694470405668e-42
0.502020202020202	116.81818181818181	4.436628214791683e-43	3.2421459598487206e-42
0.703030303030303	116.81818181818181	8.911835471399003e-43	6.35096063293859e-42
0.9040404040404041	116.81818181818181	1.4821838088860088e-42	1.0396294423657029e-41
1.105050505050505	116.81818181818181	2.210683920076319e-42	1.533040708138628e-41
1.3060606060606061	116.81818181818181	3.071576263492002e-42	2.1113157951359866e-41
1.507070707070707	116.81818181818181	4.0603980699690033e-42	2.7709926379759523e-41
1.708080808080808	116.81818181818181	5.173185630233133e-42	3.5090309553516035e-41
1.9090909090909092	116.81818181818181	6.406374552330303e-42	4.3227242452683834e-41
2.11010101010101	116.81818181818181	7.756728128644295e-42	5.209637111043055e-41
2.311111111111111	116.81818181818181	9.221283427478234e-42	6.16755886908308e-41
2.512121212121212	116.81818181818181	1.0797310919379863e-41	7.194468235063122e-41
2.713131313131313	116.81818181818181	1.2482281146048615e-41	8.288505617763994e-41
2.914141414141414	116.81818181818181	1.4273839386889048e-41	9.447951173132217e-41
3.1151515151515152	116.81818181818181	1.6169784169910317e-41	1.0671206945239406e-40
3.316161616161616	116.81818181818181	1.8168049941712287e-41	1.1956782234875282e-40
3.5171717171717174	116.81818181818181	2.0266692152406915e-41	1.3303281386346518e-40
3.7181818181818183	116.81818181818181	2.2463874837162482e-41	1.4709393536324372e-40
3.919191919191919	116.81818181818181	2.475786060254583e-41	1.6173883969346708e-40
4.12020202020202	116.81818181818181	2.714700006488944e-41	1.7695586522104475e-40
4.321212121212121	116.81818181818181	2.9629726177009046e-41	1.927339737793927e-40
4.522222222222222	116.81818181818181	3.2204544507285976e-41	2.0906269200137477e-40
4.723232323232323	116.81818181818181	3.487003016961572e-41	2.25932065492013e-40
4.924242424242424	116.81818181818181	3.7624819352764363e-41	2.4333261279383144e-40
5.125252525252526	116.81818181818181	4.046760734675811e-41	2.6125529023935786e-40
5.3262626262626265	116.81818181818181	4.339714281969843e-41	2.796914567905172e-40
5.527272727272727	116.81818181818181	4.641222486267796e-41	2.986328448461254e-40
5.728282828282828	116.81818181818181	4.951169690507348e-41	3.180715306761265e-40
5.929292929292929	116.81818181818181	5.269444795168298e-41	3.3799991456459533e-40
6.13030303030303	116.81818181818181	5.595940665120836e-41	3.5841069586129056e-40
6.331313131313132	116.81818181818181	5.930554046415211e-41	3.7929685523959295e-40
6.5323232323232325	116.81818181818181	6.273185097153487e-41	4.00651632944227e-40
6.733333333333333	116.81818181818181	6.623737410717055e-41	4.224685177321605e-40
6.934343434343434	116.81818181818181	6.982117804808462e-41	4.447412288971642e-40
7.135353535353535	116.81818181818181	7.348236049903522e-41	4.674637031561971e-40
7.336363636363636	116.81818181818181	7.722004775021285e-41	4.9063008289320625e-40
7.537373737373738	116.81818181818181	8.10333911483584e-41	5.142347012098202e-40
7.738383838383839	116.81818181818181	8.492156998924476e-41	5.382720771710649e-40
7.9393939393939394	116.81818181818181	8.888378465795081e-41	5.627369017319691e-40
8.140404040404041	116.81818181818181	9.29192603699142e-41	5.876240299661419e-40
8.341414141414141	116.81818181818181	9.702724646268357e-41	6.1292847473781445e-40
8.542424242424243	116.81818181818181	1.0120700636388776e-40	6.3864539129020945e-40
8.743434343434343	116.81818181818181	1.0545782879322804e-40	6.647700806779544e-40
8.944444444444445	116.81818181818181	1.0977901964729768e-40	6.912979761956319e-40
9.145454545454545	116.81818181818181	1.1416990214952126e-40	7.182246380783652e-40
9.346464646464646	116.81818181818181	1.1862981861955636e-40	7.455457501819909e-40
9.547474747474748	116.81818181818181	1.2315812780033452e-40	7.732571125505204e-40
9.748484848484848	116.81818181818181	1.2775419941438502e-40	8.013546315259744e-40
9.94949494949495	116.81818181818181	1.3241742381248517e-40	8.29834325163694e-40
10.15050505050505	116.81818181818181	1.3714720380385e-40	8.586923112462426e-40
10.351515151515152	116.81818181818181	1.4194295648350006e-40	8.8792480531477e-40
10.552525252525253	116.81818181818181	1.4680411156646818e-40	9.175281155857887e-40
10.753535353535353	116.81818181818181	1.5173011487191993e-40	9.474986431562739e-40
10.954545454545455	116.81818181818181	1.5672041796197442e-40	9.778328685562931e-40
11.155555555555555	116.81818181818181	1.617744898946346e-40	1.0085273605921844e-39
11.356565656565657	116.81818181818181	1.6689180982110243e-40	1.0395787661933987e-39
11.557575757575757	116.81818181818181	1.7207186875768223e-40	1.0709838095816467e-39
11.758585858585858	116.81818181818181	1.7731416482063774e-40	1.1027392850425831e-39
11.95959595959596	116.81818181818181	1.8261821000162319e-40	1.1348420613670023e-39
12.16060606060606	116.81818181818181	1.8798352546074875e-40	1.1672890749301268e-39
12.361616161616162	116.81818181818181	1.9340964145007136e-40	1.2000773275138534e-39
12.562626262626262	116.81818181818181	1.98896098338015e-40	1.2332038853351123e-39
12.763636363636364	116.81818181818181	2.0444244358128907e-40	1.2666658741201887e-39
12.964646464646465	116.81818181818181	2.1004823656432497e-40	1.3004604821387903e-39
13.165656565656565	116.81818181818181	2.157130401248937e-40	1.33458495001079e-39
